Column1,Column2,Column3,Column4
0.0,1.0,1.0,1.0
0.048828125,0.917067403198478,1.2148910584010408,1.8583145595080557
0.09765625,0.7803295552184274,1.3871286710934634,2.999671414714509
0.146484375,0.6078451533067173,1.4959448230842172,4.627026858361622
0.1953125,0.4282734892627894,1.5216497694061735,6.67003116343213
0.244140625,0.27250361252137695,1.470408428301504,8.825271564876228
0.29296875,0.15868097611635779,1.3691009342454832,10.719231445376206
0.341796875,0.08664907686526628,1.2471665689916103,12.118271120240948
0.390625,0.0456026489260509,1.1245335540931032,12.97404083964172
0.439453125,0.023707344479730528,1.0107517311225278,13.348126920200198
0.48828125,0.012415308543719417,0.9088604823327555,13.338384248090115
0.537109375,0.006645607024874695,0.8188593317394177,13.042622186055754
0.5859375,0.0036730369453476753,0.7396444860177418,12.546105718395957
0.634765625,0.0021099656144155346,0.6698650191691049,11.918681830892355
0.68359375,0.0012644308202075512,0.608239904474491,11.215231134154669
0.732421875,0.0007916842703309166,0.5536486537407564,10.47730522708734
0.78125,0.0005178712401664797,0.5051384143020352,9.735189976937358
0.830078125,0.0003535037894209688,0.461905106694228,9.010033034099
0.87890625,0.000251325341130574,0.4232696914439144,8.315827717497475
0.927734375,0.0001856603781938668,0.3886563776686924,7.661142642980625
0.9765625,0.00014213808456036477,0.35757439185672635,7.050556489220685
1.025390625,0.00011247118657812119,0.3296032091823584,6.485802989936316
1.07421875,9.17388337460143e-5,0.3043806940088663,5.966656427789953
1.123046875,7.693584873310693e-5,0.2815935633656107,5.491598372771186
1.171875,6.617750525361148e-5,0.2609696741685853,5.058307727429643
1.220703125,5.825206844822355e-5,0.24227173900522309,4.664012563569525
1.26953125,5.236248827162123e-5,0.2252921658899501,4.3057365685435425
1.318359375,4.797355875007763e-5,0.20984878889237266,3.980466818502586
1.3671875,4.471932563835467e-5,0.19578131089863368,3.6852639222962638
1.416015625,4.23457295648159e-5,0.18294832056366453,3.4173307024561916
1.46484375,4.067432714388092e-5,0.171224776093405,3.1740515886662766
1.513671875,3.9578897106343184e-5,0.16049987154736922,2.953011742182577
1.5625,3.897008833731469e-5,0.15067521884877605,2.7520024934643037
1.611328125,3.8785188318998086e-5,0.14166329203696834,2.569017830751419
1.66015625,3.898121557146045e-5,0.1333860907193314,2.4022453020050323
1.708984375,3.953021142608673e-5,0.12577398769892126,2.2500536803903812
1.7578125,4.0416015187560554e-5,0.11876473214308376,2.110979006979052
1.806640625,4.163205993763625e-5,0.11230258470415705,1.9837100942863028
1.85546875,4.317988587243325e-5,0.10633756503800663,1.8670741969880122
1.904296875,4.506817043741648e-5,0.10082479544000399,1.760023290610655
1.953125,4.7312141311666196e-5,0.09572392695006159,1.661621214823879
2.001953125,4.993328260742819e-5,0.09099863645575378,1.5710318119772844
2.05078125,5.2959274638847646e-5,0.0866161850946785,1.4875081074147587
2.099609375,5.642412827827184e-5,0.08254702972862246,1.4103825232949139
2.1484375,6.036848955680711e-5,0.07876448048183973,1.3390580835739536
2.197265625,6.484010080267668e-5,0.07524439836850609,1.273000547838834
2.24609375,6.989441262726504e-5,0.07196492787430088,1.2117314015813467
2.294921875,7.559534741245037e-5,0.06890626008184438,1.1548216266430236
2.34375,8.201622016709942e-5,0.0660504225522142,1.1018861761477854
2.392578125,8.924082722926212e-5,0.06338109265628097,1.0525790812159757
2.44140625,9.736471753440918e-5,0.060883431558114924,1.0065891213943094
2.490234375,0.0001064966653134537,0.058543936316507984,0.9636359960785258
2.5390625,0.00011676036731246686,0.05635030802729592,0.9234669398820119
2.587890625,0.00012829639207430962,0.054291334078056426,0.885853730519117
2.63671875,0.00014126441362967312,0.05235678291514504,0.8505900431573068
2.685546875,0.00015584576724847864,0.05053730987733794,0.8174891102918669
