0.00089684,0.0012388,0.0027438,0.0025998,10.487,3.0399,5.7258,0.2831
0.0015568,0.0024358,0.0048678,0.0048468,7.4752,1.9057,4.3129,0.17114
0.0032278,0.0048598,0.01135,0.010063,5.2727,1.1926,3.2321,0.10274
0.0068888,0.010942,0.018306,0.017779,3.702,0.74536,2.4061,0.061376
0.012983,0.018627,0.035263,0.034898,2.5943,0.46529,1.779,0.036521
